,nombre,direccion,ciudad,provincia,ci
165,ASOCIACION DE LA IGLESIA EVANGELICA METODISTA ARGENTINA o IGLESIA EVANGELICA METODISTA ARGENTINA - FILIAL 75,AVDA. LEANDRO N. ALEM SUD 432,SAN JUAN,San Juan,320.0
166,ASOCIACION DE LAS IGLESIAS CON LA MISION DEL EVANGELIO ETERNO - FILIAL 9,AV. 9 DE JULIO 586,SAN JUAN,San Juan,1680.0
167,ASOCIACION LA IGLESIA DE DIOS - FILIAL 73,AVDA. MARTIN GUEMES 1411 SUR,SAN JUAN,San Juan,12.0
168,ASOCIACIÓN DE LA IGLESIA EVANGELICA ASAMBLEA DE DIOS CRISTIANA - FILIAL 70,CALLE GRINGO Y EL ARRIERO,SAN JUAN,San Juan,527.0
169,ASOCIACIÓN ESCUELA CIENTIFICA BASILIO - CULTO A DIOS - CONFESION RELIG. D L DISCIPULOS DE JESUS - FILIAL 3,CTE. CABOT 1002 B° RAWSON,SAN JUAN,San Juan,658.0
170,COMUNIDAD CRISTIANA DE LA CIUDAD DE BUENOS AIRES - FILIAL 139,LAPRIDA 143 OESTE 1° PISO,SAN JUAN,San Juan,1024.0
171,COMUNIDAD CRISTIANA DE LA CIUDAD DE BUENOS AIRES - FILIAL 80,CATAMARCA 146,SAN JUAN,San Juan,1024.0
172,CONVENCION EVANGELICA BAUTISTA ARGENTINA - FILIAL 231,GUEMES 355 SUR,SAN JUAN,San Juan,672.0
173,CONVENCION EVANGELICA BAUTISTA ARGENTINA - FILIAL 232,COMANDANTE CABOT 1458 OESTE,SAN JUAN,San Juan,672.0
174,CONVENCION EVANGELICA BAUTISTA ARGENTINA - FILIAL 233,AV. SAN MARTIN 1880 OESTE,SAN JUAN,San Juan,672.0
175,CONVENCION EVANGELICA BAUTISTA ARGENTINA - FILIAL 447,RAWSON VILLA ESTORNELL,SAN JUAN,San Juan,672.0
176,DELEGACION ARGENTINA CENTRAL DE LA IGLESIA ADVENTISTA DEL 7º DIA - FILIAL 120,MAURIN 875 OESTE,SAN JUAN,San Juan,5.0
177,DELEGACION ARGENTINA CENTRAL DE LA IGLESIA ADVENTISTA DEL 7º DIA - FILIAL 121,AVDA. LIBERTADOR SAN MARTIN 7300,SAN JUAN,San Juan,5.0
178,DELEGACION ARGENTINA CENTRAL DE LA IGLESIA ADVENTISTA DEL 7º DIA - FILIAL 162,LAPRIDA 452 E,SAN JUAN,San Juan,5.0
179,DELEGACION ARGENTINA CENTRAL DE LA IGLESIA ADVENTISTA DEL 7º DIA - FILIAL 53,LAPRIDA ESTE 448,SAN JUAN,San Juan,5.0
180,FUNDACION ARGENTINA PARA CRISTO - FILIAL 33,RIVADAVIA 954,SAN JUAN,San Juan,2867.0
181,FUNDACION VISION DE FUTURO - FILIAL 58,MENDOZA 328,SAN JUAN,San Juan,1960.0
182,FUNDACION VISION DE FUTURO - FILIAL 97,RAWSON 209 ESQ. AUT. 25 DE MAYO,SAN JUAN,San Juan,1960.0
183,IGLESIA CRISTIANA EVANGELICA DE BARRIO RIVADAVIA DE SAN JUAN,J.J. DE URQUIZA 1973 ,SAN JUAN,San Juan,97.0
184,IGLESIA CRISTIANA EVANGELICA EN SAN LUIS 853 - SAN JUAN,SAN LUIS 853 ,SAN JUAN,San Juan,323.0
185,IGLESIA CRISTIANA PENTECOSTAL EL VERBO DE DIOS - FILIAL 13,RIOBAMBA Y EMERALDA LOTE 43 CAPITAN LAZO,SAN JUAN,San Juan,745.0
186,IGLESIA CRISTIANA PENTECOSTAL EL VERBO DE DIOS - FILIAL 14,M GUEMES 954 VILLA DEL CARMEN,SAN JUAN,San Juan,745.0
187,IGLESIA DE JESUCRISTO DE LOS SANTOS DE LOS ULTIMOS DIAS - FILIAL 376,Av. Benavidez y San Martin,SAN JUAN,San Juan,607.0
188,IGLESIA DE JESUCRISTO DE LOS SANTOS DE LOS ULTIMOS DIAS - FILIAL 377,AV.GRAL. SAN MARTIN 1973,SAN JUAN,San Juan,607.0
189,IGLESIA DE JESUCRISTO DE LOS SANTOS DE LOS ULTIMOS DIAS - FILIAL 378,GUEMES 963(E),SAN JUAN,San Juan,607.0
190,IGLESIA DE JESUCRISTO DE LOS SANTOS DE LOS ULTIMOS DIAS - FILIAL 379,Meglioli 552 sur,SAN JUAN,San Juan,607.0
191,IGLESIA EVANGELICA ASAMBLEA DE DIOS EN SAN JUAN - FILIAL 4,RUTA 319 S/N° LOS BERROS MEDIA AGUA,SAN JUAN,San Juan,597.0
192,IGLESIA EVANGELICA COMUNIDAD CRISTIANA PENTECOSTAL - FILIAL 7,CALLE 5 Nº 122 LOTE NACUSI VILLA KRAUSE,SAN JUAN,San Juan,1539.0
193,IGLESIA EVANGELICA PENTECOSTAL JESUS LA VID VERDADERA - FILIAL 4,GERTRUDES FUNES 656 - VILLA ESTORNI,SAN JUAN,San Juan,2346.0
194,IGLESIA NUEVA APOSTOLICA (SUD AMERICA) - FILIAL 183,DIAGONAL DON BOSCO 951,SAN JUAN,San Juan,4.0
195,IGLESIA SE FIEL HASTA LA MUERTE Y YO TE DARE LA CORONA DE LA VIDA,SANTA FE 659 (OESTE),SAN JUAN,San Juan,3791.0
196,LA IGLESIA UNIVERSAL DEL REINO DE DIOS - FILIAL 17,MITRE 73 ESTE,SAN JUAN,San Juan,2771.0
197,LA MISION CRISTIANA EVANGELICA PUERTA DE ORACION,GRAL. ACHA 1676 BARRIO BARDIANI,SAN JUAN,San Juan,3181.0
198,MISION CRISTIANA EVANGELICA EN ISIDRO CASANOVA - FILIAL 11,AV L N ALEM 436 SUD,SAN JUAN,San Juan,662.0
199,MISIÓN VIDA PARA LAS NACIONES,SALTA 898,SAN JUAN,San Juan,4278.0
200,PRIMERA IGLESIA EVANGELICA COREANA PRESBITERIANA - FILIAL 5,TUCUMAN 59 SUR 1º PISO,SAN JUAN,San Juan,1424.0
201,RELIGION CRISTIANA ARGENTINA - FILIAL 63,MITRE 507,SAN JUAN,San Juan,513.0
202,TEMPLO FILADELFIA IGLESIA EVANGELICA ASAMBLEA DE DIOS - FILIAL 42,RIVADAVIA 1617- BARRIO CHIMBA,SAN JUAN,San Juan,1099.0
203,UNION DE LAS ASAMBLEAS DE DIOS - FILIAL 1031,AV. ALEM 1298,SAN JUAN,San Juan,14.0
204,UNION DE LAS ASAMBLEAS DE DIOS - FILIAL 386,MAIPU 748,SAN JUAN,San Juan,14.0
205,ASOCIACION DE IGLESIA EVANGELICA PENTECOSTAL DE LA ARGENTINA - FILIAL 64,SAN FRANCISCO DEL MONTE 1524,SAN JUAN ,San Juan,168.0
206,IGLESIA EVANGELICA ASAMBLEA DE DIOS EN SAN JUAN - FILIAL 17,LAMADRID S/N° ENTRE ROQUE SAENZ PEÑA Y PRIMERA JUNTA BARRIO HUAZIHUIL,SAN JUAN ,San Juan,597.0
207,IGLESIA EVANGELICA ASAMBLEA DE DIOS EN SAN JUAN - FILIAL 19,TIRO FEDERAL S/N° DISTRITO RODEO,SAN JUAN ,San Juan,597.0
208,IGLESIA EVANGELICA ASAMBLEA DE DIOS EN SAN JUAN - FILIAL 26,PELLEGRINI 316 BARRIO GUEMES,SAN JUAN ,San Juan,597.0
209,IGLESIA EVANGELICA PENTECOSTAL ARGENTINA - FILIAL 119,BUENOS AIRES 2139 B° SANTA ANITA,SAN JUAN ,San Juan,24.0
210,MISION CRISTIANA EN GENERAL LAMADRID - FILIAL 3,CALLE LAVALLE Nª 1311,SAN JUAN ,San Juan,912.0
211,SOCIEDAD ISRAELITA DE BENEFICENCIA DE SAN JUAN ,AVENIDA CÓRDOBA (OESTE) N° 139,SAN JUAN ,San Juan,5203.0
212,CONGREGACION CRISTIANA EN LA ARGENTINA - FILIAL 44,RIVADAVIA S/N MANZANA C,SAN MARTIN,San Juan,196.0
213,IGLESIA EVANGELICA ASAMBLEA DE DIOS EN SAN JUAN - FILIAL 14,PROYECTADA S/N NOMENCLAT. CATASTRAL 12/56/300480 VILLA JOSEFINA,SAN MARTIN,San Juan,597.0
214,ASOCIACION DE LA IGLESIA DE DIOS EN LA ARGENTINA - FILIAL 232,COLON 1073 - B° SAN LORENZO,SANTA LUCIA,San Juan,15.0
215,ASOCIACION ESCUELA CIENTIFICA BASILIO - CULTO A DIOS- CONFESION RELIG. D L. DISCIPULOS DE JESUS - FILIAL 235,HUGO WAST 4474 - VILLA DON ARTURO,SANTA LUCIA,San Juan,658.0
216,CONVENCION EVANGELICA BAUTISTA ARGENTINA - FILIAL 529,AVDA. GRAL. JOSE DE SAN MARTIN 3926,SANTA LUCIA,San Juan,672.0
217,IGLESIA DE JESUCRISTO DE LOS SANTOS DE LOS ULTIMOS DIAS - FILIAL 410,AV. SARMIENTO 1757,SANTA LUCIA,San Juan,607.0
218,MISION EVANGELICA MISIONERA DE MERLO CRISTO SALVA Y SANA - FILIAL 8,DOMINGUITO 3905 VILLA DON ARTURO,SANTA LUCIA,San Juan,2695.0
219,UNION DE LAS ASAMBLEAS DE DIOS - FILIAL 1178,BALCARCE S/N° LOTE 28,SANTA LUCIA,San Juan,14.0
220,IGLESIA EVANGELICA ASAMBLEA DE DIOS EN SAN JUAN - FILIAL 10,LAS HERAS 726 VILLA CAMILO ROGIO,SANTA LUCIA ,San Juan,597.0
221,IGLESIA EVANGELICA ASAMBLEA DE DIOS EN SAN JUAN - FILIAL 15,SARGENTO PEDRO YAÑEZ 4442 BARRIO BALCARCE,SANTA LUCIA ,San Juan,597.0
222,IGLESIA EVANGELICA ASAMBLEA DE DIOS EN SAN JUAN - FILIAL 25,LAMADRID 1485 ESTE VILLA CAMILO ROJO,SANTA LUCIA ,San Juan,597.0
223,IGLESIA EVANGELICA ASAMBLEA DE DIOS EN SAN JUAN - FILIAL 35,GENERAL PAZ 1493 ESTE BARRIO LAPRIDA,SANTA LUCIA ,San Juan,597.0
224,IGLESIA EVANGELICA ASAMBLEA DE DIOS EN SAN JUAN - FILIAL 39,HIPOLITO YRIGOYEN 1694,SANTA LUCIA ,San Juan,597.0
225,FEDERACION ASAMBLEA CRISTIANA - FILIAL 399,Almirante Quijada Nº 2005,SANTA LUCÍA,San Juan,64.0
226,IGLESIA EVANGELICA ASAMBLEA DE DIOS DE SAN JUAN - FILIAL 52,BARRIO CERRO VALDIVIA CASA 45 COLONIA FISCAL,SARMIENTO,San Juan,597.0
227,IGLESIA EVANGELICA ASAMBLEA DE DIOS EN SAN JUAN - FILIAL 12,CEMENTERIO 2 LOS BERROS,SARMIENTO,San Juan,597.0
228,IGLESIA EVANGELICA ASAMBLEA DE DIOS EN SAN JUAN - FILIAL 13,AVDA. 25 DE MAYO 430 MEDIA AGUA,SARMIENTO,San Juan,597.0
229,IGLESIA EVANGELICA ASAMBLEA DE DIOS EN SAN JUAN - FILIAL 40,MARTINEZ LOPEZ S/N° CATASTRO 1380/300460 VILLA MEDIA AGUA,SARMIENTO,San Juan,597.0
230,CENTRO CIENTIFICO LUZ EN EL ESPACIO CULTO ESPIRITISTA,AVDA. RIOJA 2044 ,SUR TRINIDAD,San Juan,1133.0
231,Centro Cristiano De Adoración - CCA Ministerio ,Calle: Alem N° 146 (Norte),San Juan ,San Juan,4621.0
232,Iglesia Evangélica Esmirna De San Juan ,Calle: Remberto baca N° 1030 &quot;B&quot; Sur,San Juan ,San Juan,4663.0
233,Ministerio  Vida Abundante ,"Calle; Pasaje Patria N° 2567, Villa Krause, Localidad De Rawson",San Juan ,San Juan,4461.0
234,Ministerio Interncaional El-Elyon ( Dios Altisimo) ,"Avenida España N° 439, Sur Esquina Almafuerte - Rawson",San Juan ,San Juan,4822.0
235,ASOCIACION DE LOS TESTIGOS DE JEHOVA,Landa N° 45 Norte,Santa Lucía,San Juan,1611.0
236,FUNDACION VISION DE FUTURO - FILIAL 41,SAN MARTIN DE GUEMES 1411 SUR,TRINIDAD,San Juan,1960.0
237,IGLESIA DE JESUCRISTO DE LOS SANTOS DE LOS ULTIMOS DIAS - FILIAL 446,25 de Mayo e/Moreno y Lemos,TUPUNGATO,San Juan,607.0
238,Federación Asamblea Cristiana - Filial,Córdoba Casi San Juan,Taco Ralo ,San Juan,64.0
239,IGLESIA EVANGELICA ASAMBLEA DE DIOS DE SAN JUAN - FILIAL 48,SANTA MARIA DE ORO ESQUINA CALLE 11,VILLA ABERASTAIN,San Juan,597.0
240,ASOCIACION ARGENTINA DE LA IGLESIA ADVENTISTA DEL 7º DIA MOV. DE REF - FILIAL 9,LA RIOJA 2152,VILLA CHACARILLA,San Juan,264.0
241,IGLESIA EVANGELICA ASAMBLEA DE DIOS EN SAN JUAN - FILIAL 1,LAS HERAS 801 SUR,VILLA DEL CARRIL ,San Juan,597.0
242,FEDERACION ASAMBLEA CRISTIANA - FILIAL 400,Fray M.Esquiú Nº 323,VILLA DOLORES,San Juan,64.0
243,ASOCIACION IGLESIA EVANGELICA DEL NAZARENO EN ARGENTINA - FILIAL 50,ALVEAR 19,VILLA GUILLERMO RAWSON,San Juan,283.0
244,ASOCIACION ARGENTINA DE LA IGLESIA ADVENTISTA DEL 7º DIA MOV. DE REF - FILIAL 10,ANEXO PROVISORIO AVDA. ESPAÑA 537,VILLA KRAUSE,San Juan,264.0
245,ASOCIACION ARGENTINA DE LA IGLESIA ADVENTISTA DEL 7º DIA MOV. DE REF - FILIAL 11,BOULEVAR SARMIENTO 767,VILLA KRAUSE,San Juan,264.0
246,ASOCIACION ESCUELA CIENTIFICA BASILIO - CULTO A DIOS- CONFESION RELIG. D L. DISCIPULOS DE JESUS - FILIAL 201,B. SARMIENTO Y SANTA ROSA,VILLA KRAUSE,San Juan,658.0
247,ASOCIACION ESCUELA CIENTIFICA BASILIO - CULTO A DIOS- CONFESION RELIG. D L. DISCIPULOS DE JESUS - FILIAL 239,ESPELETA Y SANTA ROSA,VILLA KRAUSE,San Juan,658.0
248,DELEGACION ARGENTINA CENTRAL DE LA IGLESIA ADVENTISTA DEL 7º DIA - FILIAL 54,SARMIENTO 157,VILLA KRAUSE,San Juan,5.0
249,EXTENDIENDO EL REINO - FILIAL 4,LEMOS 4634,VILLA KRAUSE,San Juan,3896.0
250,FEDERACION ASAMBLEA CRISTIANA - FILIAL 401,Manuel Lemos 2264,VILLA KRAUSE ,San Juan,64.0
251,FEDERACION ASAMBLEA CRISTIANA - FILIAL 402,3 de Febrero Nº 7096,VILLA MARIANO MORENO,San Juan,64.0
252,DELEGACION ARGENTINA CENTRAL DE LA IGLESIA ADVENTISTA DEL 7º DIA - FILIAL 55,FLORES S/N°,VILLA MERCEDES,San Juan,5.0
253,IGLESIA EVANGELICA PENTECOSTAL ARGENTINA - FILIAL 238,CALLE LAUDA N° 302 DPTO. SANTA LUCIA,VILLA NICANOR LARAIN,San Juan,24.0
254,ASOCIACION ESCUELA CIENTIFICA BASILIO - CULTO A DIOS- CONFESION RELIG. D L. DISCIPULOS DE JESUS - FILIAL ,LAPRIDA 1728 OESTE - DEPTO. SAN JUAN,VILLA SAFFE,San Juan,658.0
255,MISION EVANGELICA PENTECOSTAL APOSTOLICA DE ARGENTINA - FILIAL 5,SANTA FE 1226,VILLA SANTA ANITA ,San Juan,1209.0
256,FUNDACION ARGENTINA PARA CRISTO - FILIAL 37,1° DE MAYO ESQ. Dr. SABIN - DEPTO CAUCETE,VILLA SANTA ISABEL,San Juan,2867.0
257,CONVENCION EVANGELICA BAUTISTA ARGENTINA - FILIAL 228,ABERASTAIN Y BELGRANO,VILLA SANTA ROSA,San Juan,672.0
258,CONVENCION EVANGELICA BAUTISTA ARGENTINA - FILIAL 507,RAMON BARRERA 135,VILLA SANTA ROSA,San Juan,672.0
259,ASAMBLEA CRISTIANA - FILIAL 87,ALTE. QUIJADA 2070,VILLA URQUIZA,San Juan,10.0
260,FEDERACION ASAMBLEA CRISTIANA - FILIAL 403,Mons. Gallardo Esq. Martín Güemes,ZONDA,San Juan,64.0
